authors,title,description,categories,pageCount,language,publishedDate,averageRating
['Ruskin Bond'],Journey Down the Years,"As a novelist and storyteller, I have always drawn upon my memories of places that I have known and lived in over the years. More than most writers, perhaps, I find myself drawing inspiration from the past-my childhood, adolescence, youth, early manhood... The stories and the poems float in through my window, float in from the magic mountains, and the words appear on the page without much effort on my part. Ruskin Bond has been writing for over sixty years, in the course of which he has come to be known for his simple and witty writing style. These twenty-five stories form a delightful collection of some of his non-fiction sketches, his interaction with the natural world, and his life in small towns that has given him some of his biggest stories. Bond's journey as a writer has been a remarkable one and these stories show the master storyteller at his very best.",['Biography & Autobiography'],128,en,2017-06-14,
['Bond Ruskin'],Box of Stories: a Collector's Edition,"A collector's edition featuring the best of Ruskin Bond's works Featuring some of Ruskin Bond's finest stories, poetry and selected non-fiction pieces, this special collector's edition brings together the best works of India's best-loved author for all his fans. Included in the collection are the two treasuries The Room of Many Colours and Uncles, Aunts and Elephants. Featuring illustrations and a rich cast of characters, this box set is a perfect collection for fans of the master storyteller.",,832,en,2020-10-09,
['Bond Ruskin'],Mukesh Starts a Zoo,"What else can we have in the zoo?' asked Teju. 'We need more than a lizard.' When Mukesh decides to start a zoo with the help of his friend Teju, little does he know it's no child's play. He and his friends work hard at finding animals, and making them enclosures in their zoo. With a house lizard, a parrot that chants prayers, a dog with yellow eyes, and the washerman's donkey as their star attractions, how could they possibly fail! But when visitors are escorted around the zoo, there is complete pandemonium, ensuing in some rather comical results. Does Mukesh succeed in his dream of becoming a star zookeeper? Peppered with endearing characters and delightful artworks, this story brings alive one of Ruskin Bond's most unforgettable tales.",,40,en,2019-09-25,
['Ruskin Bond'],The Jungle Omnibus,"'No one heard the stealthy padding of a panther approaching the door, pushing it wider open. But suddenly there were sounds of a frantic struggle, and Sanjay's stifled cries were mixed with the grunts of the panther. Kalam Singh leapt to his feet with a shout. The panther had dragged Sanjay out of the door and was pulling him down the steps...' Man-eating panthers, stealthy leopards, majestic tigers and strange birds inhabit the pages of this delightful collection that brings together thrilling tales from the jungle. From the leopard who develops an unlikely bond with a human, to a young boy who discovers a shelf of books in an old forest bungalow; from Timothy, the tiger cub that Grandfather brings home to tame, to the man-eater that terrorizes an entire village-here is a world where man and wild beast come together in surprising, fascinating ways.",['Fiction'],197,en,2014-09-01,
['Ruskin Bond'],The Kashmiri Storyteller,As darkness falls outside; and the chill sets in; Javed Khan pulls at his hookah and begins his stories... When Kamal and his friends gather at Javed Khan's Kashmiri shop at Landour bazaar; he enthralls them with his stories-of princes and kings; fairies and magical animals; supermen and cunning traders. Come; sit around the fire with Kamal; Shashi; Anil; Madhu and Vijay while they listen to Javed Khan's stories of the monkey bride; the man who got swallowed by a mosquito; the bent-up double beggar who angered a ghost; and many other tales from Kashmir and beyond. In this brilliantly illustrated collection; Ruskin Bond brings alive unforgettable folktales from the misty hills of Kashmir that will delight and enchant his followers both young and old,,103,en,2011,
['Ruskin Bond'],"Uncles, Aunts and Elephants","A timeless selection of writings from India's best-loved author I know the world's a crowded place, And elephants do take up space, But if it makes a difference, Lord, I'd gladly share my room and board. A baby elephant would do . . . But, if he brings his mother too, There's Dad's garage. He wouldn't mind. To elephants, he's more than kind. But I wonder what my Mum would say If their aunts and uncles came to stay! Ruskin Bond has regaled generations of readers for decades. This delightful collection of poetry, prose and non-fiction brings together some of his best work in a single volume. Sumptuously illustrated, Uncles, Aunts and Elephants: Tales from Your Favourite Storyteller is a book to treasure for all times.",,,en,2014-07-15,4
['Ruskin Bond'],Book of Nature,"A delightful read... no one understands nature like Ruskin Bond and it takes his ability to put this wonder into words'-Deccan Chronicle For over half a century, Ruskin Bond has celebrated the wonder and beauty of nature as few other contemporary writers have, or indeed can. This collection brings together the best of his writing on the natural world, not just in the Himalayan foothills that he has made his home, but also in the cities and small towns that he lived in or travelled through as a young man. In these pages, he writes of leopards padding down the lanes of Mussoorie after dark, the first shower of the monsoon in Meerut that brings with it a tumult of new life, the chorus of insects at twilight outside his window, ancient banyan trees and the short-lived cosmos flower, a bat who strays into his room and makes a night less lonely... This volume proves, yet again, that for the serenity and lyricism of his prose and his sharp yet sympathetic eye, Ruskin Bond has few equals. 'Once again this writer from Mussoorie captivates with his collection of nature pieces -Sunday Midday 'Bond uses his pen as a brush to paint sensuous images of his experiences with nature and beckons his readers into his imagination ... a book that relaxes the eyes, rests the mind, lulls the noise and lets one drift into the idyllic life with nature that most of us are unable to lead'-Dawn",,304,en,2016,
['Ruskin Bond'],The Shadow on the Wall,"The Shadow on the Wall brings together Ruskin Bond's most chilling works of fright and terror. The twenty-one stories in this book include classics such as 'A Face in the Dark', 'The Chakrata Cat', and 'Susanna's Seven Husbands', along with a dose of eerie new tales that have never been published before. In 'The Shadow on the Wall', a young writer finds an unlikely first reader in a ghost; 'The Doppelgänger' is a creepy account of beings that occupy two places at once; 'Haunted Places' is a spooky look at the world around us. From horrifying stories of chance encounters with hill station spirits, hauntings in abandoned mansions, malignant and mischievous jinns and shape-shifters, to prets and Mussoorie's Bhoot-aunty, the twenty-one tales in The Shadow on the Wall showcase Ruskin Bond's talent as a master of horror fiction.",,186,en,2022-01-15,
['Ruskin Bond'],Ranji the Music Maker,"'Was this what it was like to be a rock star? Except that pop singers were usually followed by people, not cats.' In the middle of his languid holiday, idle young Ranji stumbles upon assorted musical instruments in the storeroom-first a shrill flute, then a blaring little trumpet and, finally, a too-big drum that may have once sounded a battle march. He stages impromptu concerts down the road, not sparing his neighbours, nor the cats around his porch, nor the peace-loving inhabitants of the zoo! But all Ranji's really seeking is a friend who'll hear the magic in his din. A lyrical and stunningly illustrated offering from India's favourite teller of tales, this is a sunny story about forging bonds and the simple joys of life.","[""Children's stories""]",40,en,2018,
['Ruskin Bond'],Cricket for a Crocodile,"Ranji's team finds an unexpected opponent-a nosy crocodile-when they play a cricket match against the village boys. Annoyed at the swarms of boys crowding the riverbank and the alarming cricket balls plopping around his place of rest, Nakoo the crocodile decides to take his revenge.","[""Children's stories""]",72,en,2016-02-24,
['Ruskin Bond'],An Underground Walk,"Terror. The word conjures up images of ghosts, monsters, half-creatures and phantoms. But terror doesn't always stem from the paranormal. It can turn up in unexpected ways in everyday life, clutching at our heart with icy fingers! Feel the blind panic of Hansard, a young student of Forestry, when he finds himself in the grip of a maneating tiger; the desperation of a Navy officer and his comrades in a slowly flooding chamber of a sinking submarine; or the terror of two children stuck at the bottom of a cave, several miles under the earth, and unable to find a way out. Written by masters of the genre and compiled by Ruskin Bond, here are gems from Sylvia Green, R.L. Stevenson, C.A. Kincaid and Aubrey Wade, among others. An Underground Walk is a collection of stories sure to keep you at the edge of your seat.",['Fiction'],210,en,2019-05-20,
['Ruskin Bond'],Hip-Hop Nature Boy and Other Poems,"If a tortoise could run And losses be won, And bullies be buttered on toast; If a song brought a shower And a gun grew a flower, This world would be nicer than most! Beautiful, poignant and funny, Ruskin Bond’s verses for children are a joy to read to yourself on a lazy summer afternoon or to recite in school among friends. For the first time, his poems for children, old and new, come together in this illustrated volume. Nature, love, friends, school, books -- all find a place in the poetry of India’s favourite children’s writer.",['Poetry'],128,en,2017-08-29,
['Arnold M. Ruskin'],Materials Considerations in Design,,['Engineering design'],103,en,1967,
['Ruskin Bond'],Landour Bazaar,,['Garhwāl (India)'],245,en,2018,
['John Ruskin'],The crown of wild olive. Munera pulveris. Pre-Raphaelitism. Aratra pentelici. The ethics of the dust. Fiction fair and foul. The elements of drawing,,,,en,1899,
['John Ruskin'],Time and Tide and Munera Pulveris,,['Economics'],268,en,1928,
['John Ruskin'],Crown of wild olive. Munera pulveris. Pre-Raphaelitism. Aratra pentelici,,,,en,1897,
['John Ruskin'],"Works: The crown of wild olive. Munera pulveris. Pre-Raphaelitism. Aratra Pentelici. The ethics of the dust. Fiction, fair and foul. The elements of drawing",,,,en,1910,
['John Ruskin'],"Works: The crown of wild olive. Munera polveris. Pre-Raphaelitism. Aratra Pentelici. The ethics of the dust. Fiction, fair and foul. The elements of drawing",,,,en,1990,
"['Ruskin Bond', 'Ganesh Saili']",Mussoorie and Landour,"The result of two decades of research, this volume on Mussoorie and Landour by Ruskin Bond and Ganesh Saili documents the daily life of this old English summer hill-town.",['British'],69,en,2000-01-01,
['Ruskin Bond'],Confessions of a Book Lover,"Exploring bookshelves in some of the most amazing places-Simla's Ripon Hospital, Hampstead General Hospital in London, and The Select Bookshop of Mr Rao and Ms Murthy in Bangalore among others-Ruskin Bond opens a window to his earliest encounters with incredible writers and their wonderful writings to introduce you to the stories that played a significant role in moulding his imagination as a full-time writer. Confessions of a Book Lover is a journey into Ruskin's life through the books he has loved and an introduction to some forgotten classics.",['Literary Collections'],256,en,2017-05-24,5
['Ruskin Bond'],Rusty and the Magic Mountain,"'Adventure is for the adventurous.' Rusty and his friends Pitamber and Popat find adventure in no small measure when they set out to climb a mysterious mountain steeped in legend and superstition. On their way they shelter in a haunted rest house, encounter a tiger and experience a hilarious mule ride, which takes them to the palace of a mad rani. Ruskin Bond returns with a brand-new Rusty adventure after more than a decade. A rollicking tale of humour and enchantment, Rusty and the Magic Mountain will win the much-loved character of Rusty a whole new band of followers.",,136,en,2018-05,
['Ruskin Bond'],"Small Towns, Big Stories","'It is easier to know people in small places. Sometimes you can't help knowing them. Like the boy who walks four miles to school; or the elderly gentleman who is up every morning at five o'clock, taking his morning walk (tap-tap-tap, I hear his walking stick below my window); or that busy little woman gathering firewood for the winter; or the man from the nursery who sells me a potted geranium and ends up telling me the story of his life... So many stories waiting to be told! And, as I have discovered, small towns may be smaller than cities, and there may be fewer people living in them, but the stories they provide a writer with are big, they contain worlds upon worlds within them.'",['Fiction'],190,en,2017,
['Ruskin Bond'],The Man Who Was Kipling,"A tall, stooping, elderly gentleman sat down beside me. I gave him a quick glance, noting his swarthy features, heavy moustache and horn-rimmed spectacles. There was something familiar and disturbing about his face and I couldn't resist looking at him again. I noticed that he was smiling at me.' The Man Who Was Kipling is a collection of stories which should be on the must-read list of every reader. We are introduced to a man in a museum in London who claims to be the ghost of Rudyard Kipling. Then there is a schoolboy's encounter with a mysterious woman, while waiting for their trains to arrive. We have an inspector pitting his wits against a murder mystery and a writer who always takes the same route into the city to catch a glimpse of a balcony belonging to a past love. And then there is the timeless classic 'Sita and the River' that will tug at your heartstrings. Through this collection, Ruskin Bond has us enthralled, yet again, with his effortless storytelling of these tales and more.",['Fiction'],162,en,2017-09-10,
['Ruskin Bond'],A Little Night Music-Pb,"This first-time collection of poems by India's most-loved 'author of the Hills' is quintessential Ruskin Bond: lucid, effortless and beautifully written. The collection brings together some heartwarming poems about nature and wildlife, imaginative, almost cinematic forays into the poet's dreams (and nightmares) and some humorous interludes about his driving skills or lack thereof! These and many other poems make for an absorbing and deeply satisfying read, for poetry and Ruskin Bond buffs of all ages. The poems are accompanied by vivid and intelligent pen and ink sketches.",,64,en,2004,
['Ruskin Bond'],"White Clouds, Green Mountains","Time passes and yet it doesn't pass; people come and go, the mountains remain. Mountains are permanent things. They are stubborn, they refuse to move...no matter how hard they try, humans cannot actually get rid of the mountains. That's what I like about them; they are here to stay. Mountains-snow-capped, green and filled with stories. For decades, Ruskin Bond has lived among them and his writings abound in descriptions of these hills-of life as it is lived here, of animals and birds who sometimes even wander into his room, of the many interesting and eccentric characters who he has met here. From having his roof fly off in a freak storm to becoming the 'writer on the hill', Bond has seen it all. Funny, elegiac and filled with beautiful descriptions of people, animals and places, this collection is for every mountain and nature lover.",['Art'],129,en,2016,5
['Ruskin Bond'],Cricket for the Crocodile,"Ranji's team finds an unexpected opponent—a nosy crocodile—when they play a cricket match against the village boys. Annoyed at the swarms of boys crowding the riverbank and the alarming cricket balls plopping around his place of rest, Nakoo the crocodile decides to take his revenge.",,72,en,2016-02-24,
['Ruskin Bond'],The Daffodil Case,,['Fiction'],252,en,2018-05,
['Ruskin Bond'],Strange Men Strange Places,"Strange men they were. Soldiers, mercenaries, free-booters. Europeans all, braving the heat and dust of India. They fought for wealth, for glory, and for sheer fun. Their glorious and inglorious exploits are full of thrill, romance, and violence.Ruskin Bond has recreated the turbulent and colourful India of the eighteenth and nineteenth centuries with the soldiers of fortune strutting across the subcontinent. The saga of their lives and loves in Delhi, Jaipur, Aligarh, Sardhana, and Lucknow reads stranger than fiction.",['Adventure and adventurers'],92,en,1992,
['Ruskin Bond'],The Great Indian Rope Trick (Pb),"The magician shrieked, 'Someone has cut the rope! What will my boy do now?' A minute later, down came the boy's head. It bounced on the ground, like a coconut. This was followed by the boy's arms, legs and body, all falling to the ground one after another. India is a land of many myths. Curiosity abounds in every corner, and at every turn, there's some sprinkling of mystery. Soothsayers with their prophecies and wise men with their wisdom co-exist with swindlers with their stratagems and conjurers with their charms, weaving illusions to appear as powerful as the many gods that this land worships. In The Great Indian Rope Trick, Ruskin Bond puts together a selection of stories that capture both the magical and the mundane. Witness peripatetic men casting their spells, know the legends of Binsar, or just rush off with Rusty into the arms of freedom. A world of wonder awaits.",,224,en,2021-02-05,
['Ruskin Bond'],A Little Book of Love and Companionship,"- 'What is the first rule of love, and what the last?' - 'How can love or friendship be good if it must end?' - 'Is a book as good a companion as a person?' - 'Is it sensible to love at all?' India's most beloved writer collects his own observations and those by some of his favourite authors and artists in this brilliant anthology on love, fellowship and togetherness. This is a book to gift yourself and every companion who has ever walked with you.",['Family & Relationships'],162,en,2016-07-11,
['Ruskin Bond'],The Thief and Other Stories,,['Germany'],100,en,1994,
['RUSKIN. BOND'],TIME FOR ALL THINGS,,['India'],389,en,2018,
['Ruskin Bond'],My Book Of Favourite Books,"It simply can t get better for Ruskin Bond fans. A personal collection based on the books and stories that gave him pleasure as he grew up and set out on voyages of literary discovery. He shares some of the works of his favourite authors-especially of those who have been forgotten or unfairly neglected.In this anthology Ruskin Bond brings together stories and extracts from some of the classic authors. Experience the spirit of adventure in Hugh Walpole s Fortitde and Jack London s Love of Life. Charles Dickens Nicholas Nickleby and Joseph Conrad s The Secret Sharer will unfold the ways of the world to you. The Stalled Ox by Saki and The Wrong Boot by Evelyn Waugh will Surely bring a smile to your face, and catch a few reflective moments with The Story of My Heart by Richard Jefferies and Louise Imogen Guiney s The Precept of Peace.These are just a few of the many delightful works of literature in this captivating anthology, guaranted to provide hours of reading pleasure.",['English literature'],243,en,2008,
['Ruskin Bond'],The India I Love,"The India he loves does not make the headlines. But Ruskin Bond finds it wherever he goes-in field or forest, town or village, mountain or desert- nd in the hearts and minds of people who have given him love and affection for the better part of a lifetime. In this collection of prose and poems written especially for this book, Ruskin Bond looks back on his unique relationship with the country and its people. From the time he turned his back on the West and came home, still only a boy, to take up the challenge of being a writer in a changing India.","[""Children's poetry""]",144,en,2004-01-01,
['Edward Algernon Ruskin'],Dictionary of the Lomongo Language,,['English language'],651,en,1928,
['Ruskin Bond'],Memories of Hills and Dales,"A grandmother telling the tales of the past to her granddaughter; a mysterious kiss from a stranger in the dark; schoolboys taking off for a trek to a glacier; an old kitemaker reminiscing his heydays; and a beautiful village girl whose charms a city boy can't resist. This is a collection of stories of life in the hills and the joys, sorrows and excitement it holds.",['Fiction'],154,en,2018,
['John Ruskin'],Fors Clavigera,,,,en,1899,
"['Joyce Edward', 'Nathene Ruskin', 'Patsy Turrini']",Separation/individuation,,['Child development'],385,en,1991,
['John Ruskin'],Diaries: 1848-1873,,['Artists'],460,en,1956,
['John Ruskin'],Works: Fors clavigera,,,,en,,
['John Ruskin'],Sublime & Instructive,,['Artists'],272,en,1972,
['RUSKIN BOND'],ICSE-Eng_TheEnglishTreasure-TB-08,ICSE-Eng_TheEnglishTreasure-TB-08,['Language Arts & Disciplines'],,en,,
['Ruskin Bond'],Party Time In Mussoorie,"It is very kind of people to invite me to their parties, especially as I do not throw parties myself or invite anyone anywhere. At more than one party I have been known to throw things at people. In spite of this-or maybe because of it-I get invited to these affairs. There's nothing like being able to see the funny side of things in life. Whether it is a belt that decides to get hooked on to another passenger's bag or monkeys who visit and take refuge in the loo or even the omelettes that don't turn out exactly the way they were intended, Ruskin Bond brings alive each of these situations with wry humour and a generous dose of wit. Party Time in Mussoorie is as much fun to read as it is to attend any of the weird and wonderful parties Ruskin Bond describes in this collection.",['Literary Criticism'],144,en,2016-12,
['Ruskin Bond'],Lone Fox Dancing,"Over sixty years, for numerous readers--of all ages; in big cities, small towns and little hamlets--Ruskin Bond has been the best kind of companion. He has entertained, charmed and occasionally spooked us with his books and stories, and opened our eyes to the beauty of the everyday and the natural world. He has made us smile when our spirits are low, and steadied us when we've stumbled. Now, in this brilliantly readable autobiography--his book of books--one of India's greatest writers shows us the roots of everything he has written. He begins with a dream and a gentle haunting, before taking us to an idyllic childhood in Jamnagar by the Arabian Sea--where he composed his first poem--and New Delhi in the early 1940s--where he found material for his first short story. It was a brief period of happiness that ended with his parents' separation and the untimely death of his beloved father. A search for companionship and security, undercut by a fierce independence and a tendency for risk-taking, would inform every choice he made for the rest of his life. With effortless intimacy and candour, Bond recalls his boarding school days in Shimla and winter holidays in Dehradun, when he tried to come to terms with a sense of abandonment, made friends, discovered great books and found his true calling. Determined to be a writer, he spent four difficult years in England, from 1951 to 1955, and he writes poignantly of his loneliness there, even as he kept his promise to himself and produced a book--the classic novel of adolescence, The Room on the Roof. It was born of his longing for 'the atmosphere that was India'--the home he would return to even before the novel was published, taking a gamble that would prove to be the best decision he made. In the final, glorious section of the autobiography, he writes about losing his restlessness and settling down in the hills of Mussoorie, surrounded by generous trees, mist and sunshine, birdsong, elusive big cats, new friends and eccentrics--and a family that grew around him and made him its own. Full of anecdote, warmth and gentle wit; often deeply moving and always with a magnificent sense of time and place--and containing over fifty photographs, some of them never seen before--Lone Fox Dancing is a book of understated, enduring magic, like Ruskin Bond himself.",,320,en,2017-06-02,
,Rupa's Supernatural Omnibus,,,,en,,
['Edited by Ruskin Bond'],Poetry Magic 4,"Poetry heals. In a world torn by strife and shaken by stress, poetry is what children need. Poetry Magic takes children to the magical world of poetry and aspires to inculcate in them a love for it. Selected and edited by two of India s greatest living poets, Ruskin Bond and Keki N Daruwalla, these books are carefully graded into eight parts. Also available web support at www.ratnasagar.co.in",,55,en,,
['Ruskin Bond'],A Town Called Dehra,"In this delightful collection, Ruskin Bond introduces us to the Dehradun he knows intimately and loves unreservedly - the town that he had spent many years of his childhood and youth in.",,,en,2008-08-23,
['Ruskin Bond'],Leopard on the Mountain,A major reading scheme for the teaching of reading and the development of literacy throughout the primary years.,['Education'],64,en,1998,
['Ruskin Bond'],The Blue Umbrella,"In exchange for her lucky leopard's claw pendant, Binya acquires a beautiful blue umbrella that makes her the envy of everyone in her village, especially Ram Bharosa, the shop-keeper. Ruskin Bond's short and humorous novella, set in the picturesque hills of Garhwal, perfectly captures life in a village, where both heroism and redemption can be found.",['Fiction'],64,en,2014,5
['Edited by Ruskin Bond'],Poetry Magic 2,"Poetry heals. In a world torn by strife and shaken by stress, poetry is what children need. Poetry Magic takes children to the magical world of poetry and aspires to inculcate in them a love for it. Selected and edited by two of India s greatest living poets, Ruskin Bond and Keki N Daruwalla, these books are carefully graded into eight parts. Also available web support at www.ratnasagar.co.in",,40,en,,
['Ruskin Bond'],The Rupa Book Of Love Stories,"In this new Rupa anthology, Ruskin Bond has brought together some wonderfully moving love stories written by master storytellers such as Oscar Wilde, O'Henry, Anthony Hope and Guy de Maupassant. This collection of magical tales of love and passion also includes stories written by Ruskin Bond himself. Sometimes tragic, sometimes humorous,this anthology brings to the reader unique love stories from all over the world.",,224,en,,
"['Penguin Books', 'Ruskin Bond']",A Naturalist On The Prowl,"EHA, was one of the most popular naturalist writers of his time; 1851-1909. He can make you smile, or laugh out loud. That was what made his books entertaining. Here, Ruskin Bond reintroduces one of his favorite authors to readers.",['Animal behavior'],216,en,2007-03,
['Ruskin Bond'],The Last Tiger,,,36,en,1971,
['Ruskin Bond'],Big Business,,['Barter'],48,en,1979-01-01,
['Ruskin Bond'],Captain Young's Ghost,,,207,en,2018,
['Ruskin Bond'],Rendezvous With Horror,"From the inimitable master anthologiser Ruskin Bond comes another collection of spine-chilling tales Rendezvous with Horror. Each story, carefully selected by Ruskin Bond, marks a unique blend of the quaint and the realistic. The Face of Bronze unleashes the pull of the Orient, manifested in the gripping story of Sanderson as he instinctively chances upon the bronze face and the strange life-like dreams that follow. The sudden disappearance of the statue only heightens the suspense, leaving us craving for more. While the mysterious footsteps will scare you out of your wits in When Glister Walked , All Souls , set in a country house in North America, relates another spooky incident that breaks the notions of a quiet and peaceful pastoral existence. What is the impending doom that shadows the life of the distraught Miss Stoner? Unravel the mystery of the suspicious murder in Sir Arthur Conan Doyle s The Adventures of the Speckled Band , one of the most unusual cases in the long, illustrious career of Sherlock Holmes. These, and some other riveting tales, are here in this compilation for your reading pleasure.The book will prove to be an excellent companion for transforming a lackluster evening, as it escorts us to a land full of thrills and chills.","['Short stories, Indic (English)']",128,en,2007,
['Ruskin Bond'],THE RUPA BOOK OF HAUNTED HOUSE{ PB},"Read this when the night crawls by, about the unseen spooky inmates inhabiting houses which are haunted. It is a long tour of famous haunted houses in fiction from Walpole to Bram Stoker.","['Short stories, Indic (English)']",252,en,2003,
